,id,pos,dist,angle,pitch-roll
3,[5],"(272, 190, 106, 104)",0.35014408733493935,-163.65857001235216,"(-0.032291254804553464, 0.01714192185283696)"
0,[5],"(274, 192, 102, 100)",0.3526860130082162,166.33658467309428,"(-0.09830678269512676, -0.005631386620156782)"
1,[5],"(274, 193, 102, 99)",0.35922618270134216,167.28069217080636,"(-0.08282290772718745, -0.006279977997745009)"
2,[5],"(272, 190, 106, 104)",0.3659678841077498,168.2725087706401,"(-0.06350355961371999, -0.007028639111076454)"
3,[5],"(272, 190, 106, 104)",0.4080191230056762,-179.71806697538142,"(-0.14879404838492624, 0.010353267648404196)"
0,[5],"(275, 193, 101, 98)",0.3582857558583852,177.42758345960084,"(-0.1923538661851555, 0.03208651939433192)"
1,[5],"(274, 192, 101, 100)",0.36477890045624184,177.40052094379143,"(-0.19501210464554258, 0.03270139556709713)"
2,[5],"(271, 189, 107, 105)",0.3716309765436484,179.04754218297947,"(-0.1762443983424687, 0.027782654692803388)"
3,[5],"(272, 190, 106, 104)",0.4080191230056762,-179.71806697538142,"(-0.14879404838492624, 0.010353267648404196)"
0,[5],"(274, 193, 102, 99)",0.35928280605144913,-173.61897052362167,"(-0.29043863673927856, 0.020736556541845256)"
1,[5],"(274, 193, 101, 99)",0.343908275489782,179.4779686882537,"(-0.18469463786685522, 0.03416882328789687)"
2,[5],"(272, 190, 106, 105)",0.34988005146338713,179.38064245234438,"(-0.18726632242355418, 0.03492851589237621)"
3,[5],"(272, 190, 105, 105)",0.37561822560767744,-179.13009376641213,"(-0.2102664591545631, 0.02524042437331425)"
0,[5],"(275, 193, 101, 98)",0.33216943399747534,-177.1731867318548,"(-0.29592984843730696, 0.03199075418075002)"
1,[5],"(274, 193, 102, 99)",0.33774505133067906,-177.15158140387544,"(-0.2985888101008275, 0.03254092453547645)"
2,[5],"(272, 190, 106, 105)",0.34351307145322535,-177.129473438902,"(-0.3012712606746409, 0.03311157383338585)"
3,[5],"(272, 190, 106, 105)",0.372387583177213,-176.94436442924027,"(-0.17620437041991643, 0.01920939398719083)"
0,[5],"(274, 193, 102, 99)",0.4298248809767491,-176.98543874972717,"(-0.20705683032530864, 0.011418619026194064)"
1,[5],"(274, 193, 102, 99)",0.3376046355369986,178.37989251981597,"(-0.279314667808535, -0.016903200590945838)"
2,[5],"(274, 190, 104, 104)",0.3433514406134082,178.4074847804916,"(-0.28235616654278833, -0.01729951662583282)"
3,[5],"(272, 190, 106, 104)",0.4080191230056762,-179.71806697538142,"(-0.14879404838492624, 0.010353267648404196)"
0,[5],"(275, 193, 101, 98)",0.3609408647046597,168.04880508705472,"(-0.09275800488059917, -0.028326283165996394)"
1,[5],"(274, 193, 102, 99)",0.36778056315134733,169.13692925782664,"(-0.07606621192148903, -0.029255347337276458)"
2,[5],"(274, 190, 104, 104)",0.37596620353256244,-178.23903278840507,"(-0.10877982714408486, -0.043729364402253966)"
3,[5],"(272, 190, 106, 105)",0.37408671462453674,169.53325942476354,"(-0.09059544758344508, -0.012304678063762554)"
0,[5],"(276, 193, 100, 98)",0.3501118241818784,178.22959400497288,"(-0.25253294013427685, -0.024190882504180052)"
1,[5],"(274, 192, 102, 100)",0.356347707073563,178.22384799738026,"(-0.25457073854055834, -0.02466399401050495)"
2,[5],"(272, 189, 106, 105)",0.36184142204493563,179.34153429791033,"(-0.2617916039389687, -0.02528610001155658)"
3,[5],"(272, 190, 105, 104)",0.3694526138904047,178.61461534863437,"(-0.2451682640870191, -0.01968617795777426)"
0,[5],"(274, 195, 102, 99)",0.4175438694830203,-177.8421692861802,"(-0.1513285878212722, 0.00011723270928623943)"
1,[5],"(273, 192, 105, 104)",0.3499199264662748,-175.06905291043176,"(-0.2995175870645425, -0.01184994702630639)"
2,[5],"(272, 192, 106, 105)",0.3497403178433382,177.94655502383623,"(-0.26703526548918793, 0.01697070892420914)"
0,[5],"(275, 197, 100, 99)",0.41540097596284026,-174.79897130680925,"(-0.19370054214102891, 0.015116724453703292)"
1,[5],"(272, 194, 106, 105)",0.3633048637401098,175.92960993857383,"(-0.186861389800109, 0.03539131979622135)"
2,[5],"(272, 194, 106, 105)",0.3716580241620977,176.662247071329,"(-0.19709915046000182, 0.030458562529555686)"
0,[5],"(274, 200, 102, 99)",0.34649044421619846,-175.50834845361592,"(-0.1943938850041779, 0.020979396424108163)"
1,[5],"(275, 200, 101, 99)",0.41585847411597815,-176.55684287484192,"(-0.16680981436885842, 0.021358539784559417)"
2,[5],"(272, 197, 106, 105)",0.3495698893163354,-175.4875473304708,"(-0.19576061942341952, 0.012310200979972876)"
3,[5],"(272, 197, 106, 104)",0.3557526862948084,-175.4206641688878,"(-0.19805900038950108, 0.012461354630859555)"
0,[5],"(274, 198, 102, 100)",0.43038110311445826,-179.58322815243372,"(-0.2081642990776034, 0.010815653796653737)"
1,[5],"(275, 199, 101, 99)",0.3441048435346951,-179.77684491844929,"(-0.16725728186151806, 0.008793616127485674)"
2,[5],"(273, 197, 105, 102)",0.3501068194295115,-179.77186679351618,"(-0.16927140106710004, 0.008940486368804311)"
3,[5],"(272, 196, 106, 104)",0.3563233330512002,-179.76691034116683,"(-0.17128060309984242, 0.009092695046086226)"
0,[5],"(274, 199, 102, 100)",0.35845761224878236,-178.4580168564259,"(-0.17725086232507845, 0.02740471377458798)"
1,[5],"(275, 199, 101, 100)",0.36495753826025695,-178.4199262960655,"(-0.17978118769203227, 0.027855510743894196)"
2,[5],"(272, 196, 106, 105)",0.3716992090351152,-178.38162566450603,"(-0.18230828397556278, 0.02832452225400663)"
3,[5],"(272, 197, 106, 104)",0.3744094635163756,-179.50878392055822,"(-0.2786447393000038, -0.007509555645070455)"
0,[5],"(274, 200, 102, 99)",0.3596911871251576,-176.77000890165564,"(-0.12085098361750142, 0.03053784150809621)"
1,[5],"(274, 200, 102, 99)",0.3662445856847934,-176.71393559377734,"(-0.12297693384203869, 0.031041909904859118)"
2,[5],"(272, 197, 106, 105)",0.373042224411125,-176.65819564978526,"(-0.12509379844178597, 0.031567832630351574)"
3,[5],"(272, 197, 106, 105)",0.4081142056730741,-179.69810146630465,"(-0.15538747492730368, 0.010314912095638574)"
0,[5],"(274, 199, 102, 100)",0.33452013758925,-177.5796115440356,"(0.19669340230656654, 0.001524656367148725)"
1,[5],"(275, 200, 101, 99)",0.3445891790692475,178.69950112494612,"(-0.11453093129400707, 0.012554072633626491)"
2,[5],"(272, 196, 106, 105)",0.3505639556028717,178.7853223400322,"(-0.1193134541332659, 0.012714738070149544)"
3,[5],"(272, 197, 106, 104)",0.35674987147401355,178.8723370273808,"(-0.1239945911008775, 0.01287236860721997)"
0,[5],"(274, 199, 102, 100)",0.33940165105881787,-164.96727403270086,"(-0.03638284420462607, -0.00678832227676195)"
1,[5],"(275, 200, 101, 99)",0.3540444751682101,-177.15085090308256,"(-0.18749759730983023, 0.004668972830038836)"
0,[5],"(275, 199, 101, 100)",0.41512548176792324,167.14519433989736,"(-0.201297749255356, 0.04246653501471577)"
1,[5],"(275, 200, 101, 99)",0.41389004620772735,-178.18921023920777,"(-0.19646247133535757, 0.020876187958336536)"
2,[5],"(272, 197, 106, 104)",0.34716603666523393,-168.4872735678089,"(-0.12288517495497683, 0.019820180753964724)"
3,[5],"(272, 197, 106, 104)",0.3532499978016766,-168.33131340951343,"(-0.12429539495738144, 0.02008539431336071)"
0,[5],"(274, 199, 102, 100)",0.3639521814037846,172.4246240453828,"(-0.18853591659270166, -0.014163760082941526)"
1,[5],"(275, 200, 101, 99)",0.3673509574309713,172.43835429110197,"(-0.19042401498039513, -0.005013158812427399)"
2,[5],"(272, 197, 106, 104)",0.34863031889551693,-176.2329245831172,"(-0.22705307155856252, -0.00480367867494634)"
