,id,pos,dist,angle,pitch-roll
3,[5],"(272, 197, 106, 104)",0.4081142056730741,-179.69810146630465,"(-0.15538747492730368, 0.010314912095638574)"
0,[5],"(275, 199, 101, 100)",0.43303262412027593,-178.17893127857462,"(-0.17243983970504198, 0.0112821683516628)"
1,[5],"(275, 200, 101, 99)",0.3403761039267625,-172.38036346023665,"(-0.17585419868009586, 0.003090329645008802)"
2,[5],"(272, 197, 106, 104)",0.3462575449213735,-172.31399655240307,"(-0.1774710521262861, 0.003140849080870342)"
3,[5],"(272, 197, 106, 105)",0.3693559912277127,-164.85543691617343,"(-0.09490893566408036, 0.03044928968453833)"
0,[5],"(275, 199, 101, 100)",0.43303262412027593,-178.17893127857462,"(-0.17243983970504198, 0.0112821683516628)"
1,[86],"(275, 200, 101, 99)",0.33052848726434,168.1192998200659,"(0.0035043569563819985, -1.539092760907761)"
2,[5],"(272, 197, 106, 105)",0.34630943813555154,-178.6757849746726,"(-0.2795634526303301, 0.017461700158170543)"
3,[5],"(272, 197, 106, 104)",0.35236069281105625,-178.65600688779386,"(-0.2825185369646391, 0.017745061089768543)"
0,[5],"(275, 199, 101, 100)",0.435075119061378,-179.62687765072207,"(-0.2108571391188073, 1.6576791987041282e-05)"
1,[5],"(275, 200, 101, 99)",0.41389004620772735,-178.18921023920777,"(-0.19646247133535757, 0.020876187958336536)"
2,[5],"(272, 197, 106, 104)",0.36422362569056294,-172.4032614090411,"(-0.08558669045913452, 0.009773811223372529)"
3,[5],"(272, 197, 106, 104)",0.3712968603355598,-173.65758262155265,"(-0.09817791979276215, 0.005881129737339032)"
0,[5],"(275, 199, 101, 100)",0.43303262412027593,-178.17893127857462,"(-0.17243983970504198, 0.0112821683516628)"
1,[5],"(275, 200, 101, 99)",0.34349531859595434,177.8822252246626,"(-0.18221088730128165, 0.025722034775116875)"
2,[5],"(272, 197, 106, 104)",0.3494559900070948,177.91829633957244,"(-0.18506390356662267, 0.026102590777368442)"
3,[5],"(272, 197, 106, 104)",0.35562857050843855,177.95548580416695,"(-0.18791701125712817, 0.026493112390084075)"
0,[5],"(274, 199, 102, 100)",0.41512548176792324,167.14519433989736,"(-0.201297749255356, 0.04246653501471577)"
1,[5],"(275, 200, 101, 99)",0.41585847411597815,-176.55684287484192,"(-0.16680981436885842, 0.021358539784559417)"
2,[5],"(272, 197, 106, 105)",0.35246409886806435,-174.80850957793453,"(-0.10532808810187043, 0.017215277428456986)"
3,[5],"(272, 197, 106, 104)",0.35879551120877085,-174.81526657241864,"(-0.10627599674905508, 0.01758160598139116)"
0,[5],"(274, 199, 102, 100)",0.3747708463920638,-166.8474921857424,"(-0.1438543624073006, 0.001406670556438931)"
1,[5],"(275, 200, 101, 99)",0.3638296442241136,173.5276343866517,"(-0.2774160517020978, 0.004126161313441691)"
0,[5],"(275, 199, 101, 100)",0.43303262412027593,-178.17893127857462,"(-0.17243983970504198, 0.0112821683516628)"
1,[5],"(275, 200, 101, 99)",0.3419961295013492,179.19303074050737,"(-0.22824447698938713, 0.002387108037719301)"
2,[5],"(272, 197, 106, 105)",0.34790092794400673,179.21314476520158,"(-0.23105743852048152, 0.002373602888478393)"
3,[5],"(272, 197, 106, 104)",0.35401518327141956,179.2334357934853,"(-0.23387888423247624, 0.0023588359284766607)"
0,[5],"(275, 199, 101, 100)",0.3359302830907994,168.2838846298666,"(0.08430772289243464, -0.020357960322850303)"
1,[5],"(275, 200, 101, 99)",0.3416300277116,168.15884060713438,"(0.08653341575349165, -0.02089470344930597)"
2,[5],"(272, 197, 106, 105)",0.34455428728067106,168.06142777335558,"(0.08767868998859091, -0.012474875799921065)"
3,[5],"(272, 197, 106, 104)",0.3505564351610701,167.9350151723048,"(0.08990698069780412, -0.012878021315645482)"
0,[5],"(274, 199, 102, 100)",0.41512548176792324,167.14519433989736,"(-0.201297749255356, 0.04246653501471577)"
1,[5],"(275, 200, 101, 99)",0.41585847411597815,-176.55684287484192,"(-0.16680981436885842, 0.021358539784559417)"
2,[5],"(272, 197, 106, 105)",0.35029035685730553,-178.68685393087551,"(-0.13250472648162487, 0.01854299333009036)"
3,[5],"(272, 197, 106, 104)",0.35646868486676425,-178.63822370644914,"(-0.1362716188481283, 0.01880321015998731)"
0,[5],"(274, 199, 102, 100)",0.41512548176792324,167.14519433989736,"(-0.201297749255356, 0.04246653501471577)"
1,[5],"(275, 200, 101, 99)",0.41585847411597815,-176.55684287484192,"(-0.16680981436885842, 0.021358539784559417)"
2,[5],"(272, 197, 106, 105)",0.3514024172551117,-171.85394564239581,"(-0.11006362108599417, 0.013814936020144039)"
3,[5],"(272, 197, 106, 104)",0.3576686423724549,-171.77512939026101,"(-0.11157213442692933, 0.014025797070188532)"
0,[5],"(276, 201, 100, 98)",0.3574878138756935,-175.7416522149177,"(0.12142937029357775, 0.02830923398945208)"
1,[5],"(275, 200, 101, 99)",0.36391801843114896,-175.6587570575632,"(0.1250900931723168, 0.028965791880044892)"
2,[5],"(272, 197, 106, 105)",0.37058574415277,-175.57718595590524,"(0.1287227070744183, 0.029642194086084442)"
3,[5],"(272, 197, 106, 105)",0.3825140664662939,-176.10438216113255,"(-0.13998476982236294, 0.02420391710898052)"
0,[5],"(274, 196, 102, 100)",0.414642762099771,167.39071220725464,"(-0.1865949944703679, 0.03729787335654722)"
1,[5],"(274, 196, 101, 100)",0.41531085464738293,-179.7085434637306,"(-0.18559839940935396, 0.021045129413862385)"
2,[5],"(272, 193, 106, 105)",0.3461832704515754,179.0151081246509,"(-0.1901435681914914, 0.02853552261947833)"
3,[5],"(272, 194, 105, 104)",0.3522312519397006,178.96728745741268,"(-0.19291127577918182, 0.029118663880061475)"
0,[5],"(274, 196, 102, 100)",0.3544116924469124,-179.35973813099164,"(-0.20003949961895753, -0.020768953161060914)"
1,[5],"(274, 196, 101, 99)",0.36076637477058787,-179.2405371831385,"(-0.2026012617375101, -0.021363394673184464)"
2,[5],"(272, 193, 106, 105)",0.36735457595529547,-179.12025711996554,"(-0.20516006235367198, -0.02197882644454209)"
3,[5],"(272, 193, 105, 105)",0.37418946665970565,-178.99894419028132,"(-0.20771708080144, -0.022616006674838224)"
0,[5],"(275, 197, 101, 98)",0.33524665673598425,175.4717740797524,"(-0.2510586538835516, -2.699047373256917e-06)"
1,[5],"(274, 196, 101, 100)",0.34226117776558884,-178.47363551168434,"(-0.26740846528700685, -0.005005702939491676)"
2,[5],"(272, 193, 106, 105)",0.34816486074328035,-178.46652617555552,"(-0.27047396499773874, -0.005092312780544373)"
3,[5],"(272, 194, 106, 104)",0.35427808354897855,-178.45945209740452,"(-0.2735586186047038, -0.005180781803096127)"
0,[5],"(274, 196, 101, 100)",0.35924699897100953,-173.60718871160995,"(0.009178764081519951, 0.027047562406240903)"
1,[5],"(274, 196, 101, 100)",0.36574926532324786,-173.37749644195281,"(0.0112349523028808, 0.027657580456907162)"
2,[5],"(272, 194, 106, 104)",0.37249186636780657,-173.1514652037081,"(0.013291660389692945, 0.028294268044403867)"
3,[5],"(272, 194, 105, 104)",0.38392639903575543,-176.58366749145281,"(-0.1249444138613472, -0.005980065349635166)"
0,[5],"(274, 196, 101, 100)",0.4310118940459452,-177.76774009941946,"(-0.15581210596720607, 0.010823689225731197)"
1,[5],"(274, 196, 101, 100)",0.35237946721953695,-171.92231651413397,"(-0.18641584172098083, 0.022590421847704795)"
2,[5],"(272, 194, 106, 104)",0.33404925493639387,167.80709470575593,"(-0.03416672707057775, 0.03635083330196344)"
3,[5],"(272, 194, 105, 104)",0.35511605770022947,179.78482645778135,"(-0.24057805117813416, 0.014588939796217379)"
0,[5],"(275, 197, 101, 98)",0.4126953663733166,167.05393521118864,"(-0.22730804170642033, 0.04247305451537053)"
1,[5],"(274, 196, 101, 100)",0.4150603227682741,-178.26929267247655,"(-0.16197536684362693, 0.021436017209671535)"
2,[5],"(272, 194, 106, 104)",0.35038614558819464,-176.86685373436967,"(-0.11480125860468422, 0.012395733516160372)"
3,[5],"(272, 194, 106, 104)",0.35660560599034963,-176.8125580229689,"(-0.11686712365602143, 0.012562034357871373)"
0,[5],"(275, 197, 101, 98)",0.43156491304377215,179.18003400987797,"(-0.17466873227502358, 0.018108940795149422)"
1,[5],"(274, 196, 101, 100)",0.3368978017473095,-160.65862375465636,"(0.0014124930888068142, 0.02884347786903069)"
2,[5],"(272, 194, 106, 104)",0.3596708144876059,170.71416955373383,"(-0.2112896339993022, 0.043452959198272835)"
3,[5],"(272, 194, 106, 104)",0.37062104297193343,176.19496945745783,"(-0.2209455886246745, 0.027153212536515803)"
0,[5],"(274, 196, 102, 100)",0.4310118940459452,-177.76774009941946,"(-0.15581210596720607, 0.010823689225731197)"
1,[5],"(274, 196, 101, 100)",0.3419716808558696,-178.32044076438365,"(-0.25753683881428396, 0.018776027940986845)"
2,[5],"(272, 194, 106, 104)",0.34783279767489783,-178.3352177796129,"(-0.2612329835467317, 0.01915507366357542)"
3,[5],"(272, 194, 106, 104)",0.3789972918229541,-178.8717904629752,"(-0.20001177916611496, 0.022532639181433653)"
0,[5],"(275, 197, 101, 98)",0.33236399754556883,174.45655876402728,"(-0.28879210699273244, 0.0062186447373813675)"
1,[5],"(274, 196, 101, 100)",0.339695729500618,179.7162324726399,"(-0.3004965497463489, 0.001607952161097244)"
2,[5],"(272, 194, 106, 104)",0.34550055925718104,179.72986606971932,"(-0.3037602880320997, 0.0015892316897891312)"
3,[5],"(272, 194, 105, 104)",0.3515096869615295,179.74347730733965,"(-0.30704870167358117, 0.001569965934368767)"
0,[5],"(275, 197, 101, 98)",0.36563968829813515,-178.33804871117235,"(-0.24396491954204097, 0.02771807848252709)"
1,[5],"(274, 196, 101, 100)",0.3689972056224184,176.7667234508099,"(-0.1954306182129643, 0.04161262396633346)"
2,[86],"(272, 193, 106, 105)",0.32930665446546137,169.48422688162415,"(0.17063296552848337, -1.5428320055744886)"
3,[5],"(272, 194, 105, 104)",0.35756816728673085,-175.06438610746184,"(-0.08635930848170821, 0.014167299670418484)"
0,[5],"(274, 196, 101, 100)",0.3397855572789858,-179.53103930591988,"(-0.1868813060145147, -0.010958095475663171)"
1,[5],"(274, 196, 101, 100)",0.34559659895212874,-179.4965606241097,"(-0.19012371800486808, -0.011207862578722805)"
2,[5],"(272, 194, 106, 104)",0.35161168202603954,-179.46210047422602,"(-0.1933563319535325, -0.011466150805228045)"
3,[5],"(272, 194, 105, 104)",0.35784178481196255,-179.42766356351603,"(-0.19658134427586252, -0.011733305140327676)"
0,[5],"(275, 197, 101, 98)",0.35860206236684933,177.76645513835456,"(-0.16525051223536064, 0.019826782244754912)"
1,[5],"(274, 196, 101, 100)",0.3635645998555721,-177.46544928407158,"(-0.23557060769996258, -0.004454099748386626)"
2,[5],"(272, 193, 106, 105)",0.36723509417622224,176.5489414852971,"(-0.17309454384905945, 0.02926511146998583)"
3,[5],"(272, 194, 105, 104)",0.3732760233816642,175.35448183540692,"(-0.21176715994814865, 0.040415305007710595)"
0,[5],"(274, 197, 101, 99)",0.37178647042997465,168.9427831772219,"(0.028713837091429686, -0.01623221311940387)"
1,[5],"(274, 197, 101, 99)",0.3812120669901063,-175.44997101337876,"(-0.14380851458167865, 0.02561095384330065)"
0,[5],"(274, 197, 102, 100)",0.3346421569258748,179.6844118211688,"(-0.26140833395675, 0.018587958752822396)"
1,[5],"(274, 198, 102, 99)",0.34025835400732213,179.7062993937729,"(-0.26488823816309104, 0.018852137522720133)"
2,[5],"(272, 195, 106, 104)",0.3460686892887031,179.7283283739586,"(-0.2683762924969046, 0.019125125668629412)"
3,[5],"(272, 195, 106, 104)",0.3520833987043832,179.75050372873048,"(-0.27187531179951974, 0.0194074694176962)"
0,[5],"(274, 197, 102, 100)",0.3399295175435402,172.38546804536242,"(-0.0666047716455192, -0.007639004559448918)"
1,[5],"(274, 197, 101, 100)",0.34579046726600604,172.26731078399135,"(-0.0665103007743207, -0.007790522928451151)"
2,[5],"(272, 194, 106, 105)",0.3518580367199738,172.14827460014095,"(-0.06638021550100319, -0.007952070767650648)"
3,[5],"(272, 194, 105, 105)",0.35814336693482335,172.02834083516456,"(-0.06621412691293954, -0.008124204127329454)"
0,[5],"(276, 198, 100, 98)",0.34641110697580524,-175.02597869230635,"(-0.042387482386722665, -0.01730677822826382)"
1,[5],"(274, 197, 101, 100)",0.3524266240102802,-174.65169471312134,"(-0.04334582101317302, -0.017786317848485694)"
2,[5],"(272, 194, 106, 105)",0.37152033273804463,-178.55660230699266,"(-0.15965442509029742, 0.021763165563003176)"
3,[5],"(272, 194, 105, 105)",0.37901000110117217,-178.86783861972523,"(-0.2010086107729334, 0.022509963612485515)"
0,[5],"(276, 199, 100, 98)",0.4275782463691213,-178.3457867318015,"(-0.23768089220070562, 0.010781474179138517)"
1,[5],"(274, 198, 102, 99)",0.3436263879002833,-160.08348576899127,"(-0.057906013012193294, -0.020843724709549857)"
2,[5],"(272, 195, 106, 105)",0.3731261356522581,171.50621341171373,"(0.006813958965415998, 0.03783265887875823)"
3,[5],"(272, 195, 105, 105)",0.4090415006553787,-177.8846104671206,"(-0.15270764493510158, 0.010358076910070058)"
0,[5],"(274, 197, 102, 100)",0.352750936077102,173.6101098550251,"(-0.19463229989515435, -0.006129739981768055)"
1,[5],"(274, 198, 102, 99)",0.35904184356049246,173.56260643209345,"(-0.1974588094665173, -0.006204296330480196)"
2,[5],"(272, 195, 106, 105)",0.36556322548985914,173.51505995322768,"(-0.2002974829878616, -0.006287666689550146)"
3,[5],"(272, 195, 106, 105)",0.4080833052092165,-179.7038841772464,"(-0.15347431118690216, 0.01032643392151764)"
0,[5],"(274, 197, 102, 100)",0.41442923519551605,167.98636992410837,"(-0.22788072396718953, 0.04879212913592368)"
1,[5],"(274, 198, 102, 99)",0.41559652185257473,-176.36194682216896,"(-0.13464030281733425, 0.024611163388756064)"
2,[5],"(272, 195, 106, 105)",0.3521665031616156,-175.29946956406116,"(-0.0862460736640146, 0.007446856028086441)"
3,[5],"(272, 195, 106, 105)",0.35844979095025825,-175.2412847217146,"(-0.0885482601179699, 0.007509454390677101)"
0,[5],"(276, 198, 100, 98)",0.412923335132416,168.45357171278528,"(-0.24423822045360588, 0.04677469665214863)"
1,[5],"(274, 197, 102, 100)",0.41587340118114224,177.2520289758918,"(-0.16584814627635006, 0.020440665021588107)"
2,[5],"(272, 195, 106, 104)",0.34757857260564384,-163.83407843935106,"(-0.0802443012775733, 0.011962526481643898)"
3,[5],"(272, 195, 106, 104)",0.40721479281922346,-179.89712799462066,"(-0.1043637321638192, 0.010433492225755582)"
0,[5],"(276, 198, 100, 98)",0.35225455688486174,-179.84571820189808,"(0.03224199311027432, 0.017548654968348086)"
1,[5],"(274, 197, 101, 100)",0.3585330283047718,-179.84260545941808,"(0.03728306301580049, 0.017855993789360456)"
0,[5],"(276, 198, 100, 98)",0.4315443872940109,-178.59022327719336,"(-0.17607479577920673, 0.01460428407876008)"
1,[5],"(274, 197, 101, 100)",0.35731103623025007,176.8830931761803,"(-0.17885126993241338, 0.014939954565761145)"
2,[5],"(272, 194, 106, 105)",0.3625509650063475,175.73372153535698,"(-0.18669038446676794, 0.015006597138195686)"
3,[5],"(272, 194, 105, 105)",0.3799596647884311,-178.5013707651997,"(-0.1475612377681879, 0.010339567569750975)"
0,[5],"(276, 198, 100, 98)",0.3593895256899512,-177.3499752943212,"(-0.2501617227859535, 0.027271782351709697)"
1,[5],"(274, 197, 101, 100)",0.3640427678568049,176.3222942228109,"(-0.18363904300251818, 0.05087057490964912)"
2,[5],"(272, 195, 106, 104)",0.3621616462725444,173.54665964932053,"(-0.22137851727802152, 0.03937897868087935)"
3,[5],"(272, 195, 105, 104)",0.3687838978437141,173.38343158850242,"(-0.2236037026529804, 0.040325484708804725)"
0,[5],"(275, 198, 101, 98)",0.4078924467405496,-170.77321164477218,"(0.2894939471245629, 0.036037401117418315)"
1,[5],"(274, 197, 102, 100)",0.4080833052092165,-179.7038841772464,"(-0.15347431118690216, 0.01032643392151764)"
0,[5],"(275, 198, 101, 98)",0.37106464882733614,-176.3642493290447,"(-0.23816421332838753, -0.028170758950849892)"
1,[5],"(274, 197, 102, 100)",0.38092378439418256,-177.4435845416117,"(-0.16922064208606014, 0.022926628374068576)"
0,[5],"(276, 198, 100, 98)",0.3512481484744089,-178.52601124908807,"(-0.12177120038537852, 0.00750083151119486)"
1,[5],"(274, 197, 102, 100)",0.357495744205586,-178.38292155251156,"(-0.12381238253803573, 0.007472829821534887)"
0,[5],"(275, 198, 101, 98)",0.3536859776507223,-177.7507769889465,"(-0.17437775263964161, 0.021349808974870373)"
1,[5],"(274, 197, 101, 100)",0.3600191859099765,-177.61361705171643,"(-0.17638470130947875, 0.02153546215120344)"
2,[5],"(273, 195, 105, 103)",0.3659981674190332,-179.16571705590997,"(-0.1748097863695116, 0.02216698378643648)"
3,[5],"(272, 195, 106, 104)",0.3747176094666978,-179.13440405015714,"(-0.1708830416458033, 0.02266793967163297)"
0,[5],"(275, 197, 101, 98)",0.3526684859405249,169.46820633978805,"(-0.12947684121927566, 0.035351211096952495)"
1,[5],"(274, 197, 102, 99)",0.35892134414111704,169.27009977463396,"(-0.13122892730541316, 0.03616660696287803)"
2,[5],"(272, 194, 106, 104)",0.36540265723231763,169.07156202828887,"(-0.13298045779681636, 0.03700372712623075)"
3,[5],"(272, 194, 106, 104)",0.3783500945322124,-177.3807829999347,"(-0.1618763424262826, 0.02054344482590784)"
0,[5],"(274, 197, 102, 99)",0.36411154986758876,-178.23182588231253,"(-0.13648506760867835, 0.05085647367250401)"
1,[5],"(274, 197, 102, 99)",0.36411957211810386,-179.5454574594802,"(-0.1822361907410341, 0.027468648087568735)"
2,[5],"(272, 194, 106, 105)",0.36578548515374454,173.2062905181657,"(-0.12888812644844527, 0.036372281036985796)"
3,[5],"(272, 194, 106, 105)",0.3729724532852826,175.65944345644724,"(-0.1518957453703684, 0.030160166485798893)"
0,[5],"(276, 197, 100, 99)",0.34504491312667745,178.95618788921533,"(-0.28527639679215905, 0.034171093302769726)"
1,[5],"(274, 197, 102, 99)",0.3510067844911815,179.00140118168918,"(-0.2890728644468352, 0.03465143704538406)"
0,[5],"(274, 197, 101, 99)",0.3727119442062072,-172.47748258226255,"(-0.1325050951411069, -0.027753557244016517)"
1,[5],"(274, 197, 102, 99)",0.3767413439796018,177.71580614931747,"(-0.18404907168842125, 0.02603022095253582)"
0,[5],"(274, 196, 102, 100)",0.4310118940459452,-177.76774009941946,"(-0.15581210596720607, 0.010823689225731197)"
1,[5],"(274, 196, 101, 100)",0.34472489179182697,179.29071647722404,"(-0.2260811962620787, 0.03700662912157981)"
2,[5],"(272, 194, 106, 104)",0.34777961928456014,179.27291917481102,"(-0.2277899813069278, 0.0285605696224473)"
3,[5],"(272, 194, 106, 104)",0.3538887228588962,179.2982942485881,"(-0.2305919509594381, 0.02900788148446167)"
0,[5],"(275, 197, 101, 98)",0.3393027867852217,170.3630924929722,"(0.08752343865683938, -0.013417985990332948)"
1,[5],"(274, 196, 101, 100)",0.34217096301679045,170.2698483103278,"(0.08874056959188806, -0.005016127102772672)"
2,[5],"(272, 194, 106, 104)",0.34808168907762654,170.1459134236986,"(0.09103310545475549, -0.0052712750132646044)"
3,[5],"(272, 194, 106, 104)",0.3801860100289737,177.06763419651156,"(-0.12342554494315139, 0.02521001783648037)"
0,[5],"(274, 197, 102, 99)",0.41647814762569335,168.3423827825059,"(-0.18337156449679365, 0.043387768173456714)"
1,[5],"(274, 197, 102, 99)",0.41476738917568545,-176.5061783379955,"(-0.19092381676480358, 0.020757135242382565)"
2,[5],"(272, 194, 106, 104)",0.34963647689401994,-171.35417394796374,"(-0.05961026954817565, 0.006210139311785182)"
3,[5],"(272, 194, 106, 104)",0.3557829750690315,-171.1440107952939,"(-0.06130081921301622, 0.00616007320331251)"
0,[5],"(275, 197, 101, 98)",0.41062662156687324,166.85430170330463,"(-0.22017160043800602, 0.04711743816620648)"
1,[5],"(274, 197, 102, 99)",0.41581924101813506,-176.565577257428,"(-0.16375322656233002, 0.02155748752493669)"
2,[5],"(272, 194, 106, 104)",0.3674079102654563,-176.91091486270497,"(0.033755644085767034, 0.021229186165666304)"
3,[5],"(272, 194, 106, 104)",0.37425423426991206,-176.83321997580944,"(0.036484264360139775, 0.021698679057044142)"
0,[5],"(274, 197, 102, 99)",0.42986480441527464,-176.9728070491966,"(-0.21124200419527214, 0.011176184314097377)"
1,[5],"(274, 197, 102, 99)",0.3457576341196886,178.24724631476968,"(-0.12350844881611495, 0.013214054511250644)"
2,[5],"(272, 194, 106, 104)",0.35182449870057464,178.29711391931826,"(-0.1255387910600679, 0.013384397827787973)"
3,[5],"(272, 194, 106, 104)",0.3581085851996397,178.3505325355953,"(-0.12758214584819294, 0.013555884232260205)"
0,[5],"(274, 197, 101, 99)",0.4183569592877072,179.81755412983858,"(-0.12639179167825845, 0.018998714649196127)"
1,[5],"(272, 194, 105, 104)",0.3737472870488162,172.3832850964552,"(-0.005751579967266641, 0.019749041983934377)"
2,[5],"(272, 194, 105, 104)",0.40806897461688013,-179.70675218917484,"(-0.1525265944397434, 0.010332023837745287)"
0,[5],"(275, 197, 101, 98)",0.3523658240885844,-170.52951638924444,"(0.15913070740792504, 0.04798793481276692)"
1,[5],"(274, 196, 102, 100)",0.3585871260916645,-170.35645064551508,"(0.1621558049355118, 0.04911863795932232)"
2,[5],"(272, 194, 106, 104)",0.365035450855566,-170.18396115946277,"(0.1651764897375241, 0.050281529802150206)"
3,[5],"(272, 194, 105, 104)",0.3778820459865166,-176.03306120645888,"(-0.09538535987886117, 0.025190158569108438)"
0,[5],"(274, 196, 102, 100)",0.3492379781720899,170.7274146135251,"(-0.18641604808440881, 0.05836702721501663)"
1,[5],"(274, 197, 102, 99)",0.35239896287874634,170.63401124341627,"(-0.18745018032626679, 0.05005544101743929)"
2,[5],"(273, 194, 105, 103)",0.3586699733761828,170.52425277155314,"(-0.1899492786985117, 0.05107004664647936)"
3,[5],"(272, 194, 106, 104)",0.3706509011512646,176.4831955075428,"(-0.17527664275512847, 0.029667703043661047)"
0,[5],"(276, 197, 100, 99)",0.3633047869840904,-174.73933781092757,"(-0.1675698657441058, 0.05211999225430637)"
1,[5],"(274, 197, 101, 99)",0.3634146559134524,-178.1783175250019,"(-0.23786815901443156, 0.029497737187817293)"
2,[5],"(272, 194, 106, 105)",0.36513820675919684,175.14561790434948,"(-0.19862818528555934, 0.044373167065277594)"
3,[5],"(272, 194, 105, 105)",0.3731870614101849,177.45379984517007,"(-0.20470088100184858, 0.03874011825355898)"
0,[5],"(274, 196, 102, 100)",0.36141736822771925,-177.7177139184913,"(-0.20056712201501506, 0.03290021381285179)"
1,[5],"(275, 196, 101, 100)",0.3670997200042344,-171.58675029019,"(-0.2150475452671279, 0.004937757719075911)"
2,[5],"(272, 193, 106, 105)",0.3641505661175475,-167.35216195910718,"(-0.18094445823985322, 0.015076464722201192)"
3,[5],"(272, 194, 105, 104)",0.3570998820541481,179.99999998385036,"(2.7594645678447316e-10, 0.01785524512245632)"
0,[5],"(276, 197, 100, 98)",0.36036808546400134,-179.77427574856824,"(-0.13544652765567625, 0.0272563936146679)"
1,[5],"(274, 196, 101, 100)",0.366292180180801,-176.74152790028572,"(-0.12000803734517414, 0.022033149999030555)"
2,[5],"(272, 193, 106, 105)",0.37309584655231637,-176.68756129404343,"(-0.12205595129898739, 0.02239390492600162)"
3,[5],"(272, 194, 105, 104)",0.4077353326607943,-179.78335764291143,"(-0.1262663655931892, 0.0077896106084622534)"
0,[5],"(275, 197, 101, 98)",0.358287587811508,174.13149478792246,"(-0.11019067641495574, -0.016237878566102582)"
1,[5],"(274, 196, 101, 100)",0.3647967184120347,174.04429255923674,"(-0.11179386627718907, -0.016473877921760062)"
2,[5],"(272, 193, 106, 105)",0.3715481200243229,173.95704152139263,"(-0.11339235424776647, -0.016723049120269465)"
3,[5],"(272, 194, 105, 104)",0.4077353326607943,-179.78335764291143,"(-0.1262663655931892, 0.0077896106084622534)"
0,[5],"(275, 197, 101, 98)",0.4310118940459452,-177.76774009941946,"(-0.15581210596720607, 0.010823689225731197)"
1,[5],"(274, 196, 101, 100)",0.34434863209372296,175.5682216237352,"(0.07995287625164159, 0.00771913271143316)"
2,[5],"(272, 193, 106, 105)",0.3503229015421422,175.4460844190507,"(0.08309747132529384, 0.007695856757345229)"
3,[5],"(272, 194, 105, 104)",0.3565088822366527,175.32499760025644,"(0.08622631596903789, 0.007674032967737544)"
0,[5],"(276, 197, 100, 99)",0.358087487755214,174.415846994617,"(0.0618641797875945, 0.021814395684033098)"
1,[5],"(274, 197, 102, 99)",0.3397654709799997,-174.52687226145326,"(-0.16634062573851743, 0.011577898690388898)"
2,[5],"(272, 194, 106, 105)",0.34555353906517655,-174.39612572634368,"(-0.16968729322353213, 0.011563293909728923)"
3,[5],"(272, 194, 105, 105)",0.3515450359468525,-174.26654978676137,"(-0.17299868901415805, 0.011556374576270165)"
0,[5],"(274, 196, 101, 100)",0.41472848695360237,168.34998005455782,"(-0.20163117140329592, 0.04249285782325352)"
1,[5],"(274, 197, 102, 99)",0.41385202016053535,-178.20034110680984,"(-0.19335187973637988, 0.02098407928790297)"
2,[5],"(272, 194, 106, 104)",0.34053498966262896,166.11825236883712,"(-0.13381691324894904, 0.006282601150647871)"
3,[5],"(272, 194, 106, 104)",0.34637583896502117,165.96399403772114,"(-0.13639847260697116, 0.00660433281419394)"
0,[5],"(275, 197, 101, 98)",0.4300856614093488,-179.08230613260875,"(-0.18350771340469407, 0.01798270475748906)"
1,[5],"(274, 196, 102, 100)",0.3456701408505604,-174.20979921001427,"(-0.133049504757126, -0.024188411432873837)"
2,[5],"(273, 194, 105, 103)",0.3487014424873966,-174.1250792519997,"(-0.1337598010822786, -0.015703954830664845)"
3,[5],"(272, 194, 106, 104)",0.354825457506277,-173.96665270967574,"(-0.13613876174565626, -0.01617717849872263)"
0,[5],"(275, 197, 101, 98)",0.3606509625699775,172.5969853475176,"(-0.0763274652115326, 0.02603199196398532)"
1,[5],"(274, 197, 102, 99)",0.34702636779668067,178.68484960906298,"(-0.09493763145514668, 0.023209522970209062)"
2,[5],"(272, 194, 106, 105)",0.350088663727123,178.69031091427843,"(-0.09722056318317186, 0.014657356086396874)"
3,[5],"(272, 194, 105, 105)",0.35628474492177176,178.70573742542038,"(-0.10058611028697416, 0.014926863731639527)"
0,[5],"(275, 197, 101, 98)",0.4310118940459452,-177.76774009941946,"(-0.15581210596720607, 0.010823689225731197)"
1,[5],"(274, 196, 101, 100)",0.4086482276948107,169.17024820948419,"(-0.18048020589553496, 0.030881198853300904)"
2,[5],"(272, 193, 106, 105)",0.41323534588986943,-177.88697995801462,"(-0.15215741766006238, 0.010487640124286922)"
3,[5],"(272, 194, 105, 104)",0.3478884060854375,163.5290716772104,"(0.09278554715653534, -0.023486278622507267)"
0,[5],"(276, 197, 100, 98)",0.34664616478835303,-172.152395973083,"(-0.14884366522695336, 0.02266202032805768)"
1,[5],"(275, 196, 100, 100)",0.4174688256710491,-177.8785154248561,"(-0.15280496281324785, 0.02110269395328396)"
2,[5],"(272, 193, 106, 105)",0.3497589821539966,-172.1204084672316,"(-0.14961466666333975, 0.014029963205575228)"
3,[5],"(272, 194, 105, 104)",0.3559644980920797,-172.04974960392283,"(-0.15142915784134658, 0.014249461992495315)"
0,[5],"(275, 197, 101, 98)",0.35620179174747857,168.53266009823272,"(-0.04519127765741102, 0.04579610999672735)"
1,[5],"(274, 196, 101, 100)",0.35949512909149467,168.44293537549038,"(-0.04541944103564642, 0.037154581272859866)"
2,[5],"(272, 194, 106, 104)",0.3660401509281783,168.29693706941708,"(-0.04631549590318858, 0.03790325768188667)"
